student_id,age,gender,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
16302,21,2,4.86,79.1,1,7.2,2,2,0,1
2367,19,0,6.63,48.2,0,5.7,1,1,1,1
11075,18,2,6.08,70.7,1,9.6,1,3,2,0
16675,19,0,6.36,66.4,1,5.9,2,2,2,1
15653,24,0,3.52,99.2,0,8.1,0,2,0,0
10548,23,2,1.26,60.5,1,8.5,1,2,1,2
16460,22,2,0.32,75.4,1,4.5,1,0,0,1
11195,17,1,5.45,84.1,1,8.3,2,0,1,0
4787,21,0,5.11,68.1,1,7.9,1,4,1,1
3997,17,1,5.6,91.4,1,4.9,2,2,0,1
8065,23,0,5.42,59.4,1,7.5,1,0,1,0
7075,22,0,5.07,46.2,1,9.9,0,2,0,0
16887,20,2,2.66,70.5,0,5.1,2,4,0,0
7541,22,2,4.1,62.6,1,8.1,2,2,0,0
4914,21,0,6.31,54.4,1,9.4,2,0,1,2
3680,22,0,4.75,85.0,1,4.9,1,2,0,0
17469,24,2,1.42,42.2,1,6.9,0,2,1,1
14655,20,2,1.59,70.0,1,7.2,2,0,0,1
11533,24,1,0.4,95.9,1,8.0,1,3,2,1
8351,18,0,5.1,60.9,1,4.4,1,3,2,0
14411,24,1,3.49,78.9,1,8.6,2,2,0,0
18477,17,2,5.3,81.1,1,6.1,1,2,1,0
16143,18,1,1.41,47.3,1,5.9,0,2,1,2
14156,24,2,1.55,92.3,1,8.8,0,0,0,1
4107,17,0,0.08,94.5,1,9.0,1,1,2,0
15147,18,2,5.39,75.6,1,6.9,1,1,2,2
8837,19,1,2.63,98.2,1,6.5,0,4,2,0
14626,20,0,3.41,63.4,1,9.8,1,3,2,2
217,17,1,3.97,86.7,1,4.9,2,4,0,1
17264,21,2,3.76,98.0,1,7.5,0,4,2,1
4971,23,2,7.74,64.3,0,8.5,2,3,0,1
19470,17,1,7.57,71.5,1,9.9,1,3,0,1
5532,24,0,4.02,81.2,1,8.4,0,4,2,1
5512,23,2,0.27,66.1,0,9.9,1,3,2,0
1671,23,0,5.76,42.1,1,4.6,0,3,1,1
15649,21,0,0.77,88.9,1,6.7,0,4,1,1
6102,24,0,3.19,43.8,1,6.0,2,3,0,1
6396,17,2,4.18,53.1,1,4.1,1,0,0,1
4708,21,1,2.84,61.4,1,7.2,2,3,0,1
8730,22,0,0.39,92.8,1,4.3,1,0,2,0
5609,21,1,0.25,80.3,1,8.8,1,0,0,2
3361,24,2,2.22,81.8,1,6.7,1,0,1,0
16043,21,1,6.41,57.2,1,5.8,0,3,1,1
14992,22,0,0.93,41.7,1,7.7,2,1,1,2
8094,18,2,1.85,82.6,1,7.7,1,1,0,0
14017,19,0,1.68,88.5,1,4.5,2,0,2,1
17113,19,1,2.95,48.8,1,4.5,0,3,0,0
4879,22,2,3.29,95.1,1,7.2,1,1,1,0
3805,17,1,1.43,42.0,1,5.2,1,3,2,1
14729,20,1,7.02,54.8,0,4.2,2,2,1,1
15745,24,1,4.4,52.4,1,8.9,0,0,0,0
6487,23,0,1.88,62.7,1,9.4,1,0,0,0
19454,18,1,5.01,59.7,0,4.9,2,0,1,0
6294,22,2,3.42,55.9,1,5.8,1,0,0,1
12340,22,2,6.36,56.3,1,8.3,0,3,2,0
7664,21,0,5.81,82.2,1,7.9,0,1,0,1
19583,23,1,5.85,91.9,1,8.3,1,4,0,1
7305,24,0,4.2,94.5,1,8.0,0,3,2,0
5077,19,0,1.98,69.5,1,9.1,1,2,2,0
8254,21,0,0.67,84.9,1,6.5,1,1,2,1
14841,18,0,2.32,59.6,0,8.0,1,4,1,2
4697,17,1,5.92,94.9,1,5.0,0,4,1,0
7577,24,0,6.53,71.3,1,6.4,2,2,1,2
8117,17,0,7.2,75.3,0,9.4,1,3,2,1
2298,20,0,2.08,56.4,0,6.0,0,3,1,2
1643,20,2,6.92,42.4,1,8.5,0,3,2,0
9607,19,0,3.08,46.4,0,7.5,2,1,0,0
7547,22,2,6.9,95.9,1,6.4,2,1,1,0
10206,17,2,2.54,60.6,1,6.7,2,0,0,1
10622,20,1,5.63,64.3,1,7.4,2,4,0,1
764,24,1,0.26,71.7,1,6.5,0,0,1,2
15800,19,1,3.79,70.4,1,4.1,2,0,2,1
11276,22,0,3.17,54.0,1,8.5,0,0,1,0
9300,20,1,1.98,75.1,1,4.5,0,4,0,1
14243,22,1,7.0,72.4,1,7.1,1,3,2,1
8396,24,0,5.58,83.0,1,9.2,2,3,1,1
645,23,2,0.08,45.9,1,8.5,0,4,0,1
10936,18,0,7.86,65.7,1,7.7,2,3,1,1
12308,19,1,6.8,85.7,0,7.3,2,0,1,1
3298,24,1,1.87,77.7,1,5.7,1,1,2,0
12219,24,2,4.32,87.8,1,5.9,0,4,2,1
18931,18,2,4.15,72.8,0,9.9,2,3,2,2
2341,20,1,4.09,73.2,1,9.4,1,0,0,1
17453,23,1,5.36,82.5,0,5.3,2,4,1,1
7431,24,0,7.24,65.7,1,6.9,2,4,0,0
2914,18,0,7.91,85.7,1,5.8,2,2,2,1
3352,24,0,6.52,72.8,1,8.1,2,1,0,1
2391,20,0,3.01,64.5,0,4.6,1,1,0,0
7005,20,1,0.5,59.4,1,9.9,2,4,2,0
12448,18,2,6.7,41.4,1,8.8,1,1,0,1
18002,23,0,4.6,42.1,0,8.4,1,1,1,2
7208,18,0,4.24,79.3,1,8.5,0,2,2,0
8758,24,2,7.74,74.8,1,8.3,0,2,0,0
2478,18,2,2.64,81.5,1,7.1,2,4,1,1
9415,21,1,6.42,73.5,1,7.5,1,2,0,1
11968,19,0,3.85,82.2,0,9.2,2,2,1,2
17200,20,1,0.4,65.6,1,4.7,0,0,1,0
4559,23,2,2.46,70.1,1,4.3,2,0,0,2
14246,24,1,0.2,85.8,1,5.7,1,2,0,1
7905,22,2,1.82,78.7,1,7.8,0,1,0,0
15850,23,2,2.62,62.6,0,5.3,0,2,0,1
9274,19,2,0.66,57.2,1,5.8,0,3,1,0
8816,20,1,6.74,61.7,1,5.7,1,2,1,1
7040,23,1,6.96,66.8,1,9.9,1,0,1,1
9850,20,0,2.02,92.4,0,7.5,1,0,2,0
6022,19,1,4.97,56.7,1,8.7,2,1,1,1
1127,23,2,1.91,85.0,1,8.3,0,4,0,0
15019,17,2,3.81,55.6,1,6.7,0,4,0,2
7309,23,2,4.99,72.7,1,6.3,0,0,2,1
19628,17,0,4.73,60.9,1,7.0,1,0,1,1
6635,23,2,0.76,44.5,1,7.7,0,4,1,0
15794,21,2,6.98,66.5,1,6.7,2,3,0,0
13220,17,2,6.71,61.0,1,6.8,0,3,2,0
17912,19,2,1.71,55.2,1,7.5,0,1,2,0
1670,22,0,7.08,87.2,1,8.4,0,2,0,1
16854,23,2,3.71,53.9,1,8.6,0,1,1,0
8345,19,2,7.9,71.3,1,8.8,2,1,1,2
8177,18,1,5.88,44.1,1,9.9,0,4,1,2
11586,18,2,5.7,97.0,1,8.8,1,0,1,1
17332,22,1,6.93,99.0,0,9.0,2,1,1,2
11611,19,2,3.24,53.4,1,6.6,2,4,1,0
3899,19,1,0.69,82.6,1,4.3,1,0,2,1
6745,23,2,3.29,48.0,1,6.0,2,1,0,2
7920,20,0,1.33,78.6,1,9.9,1,1,1,2
6157,17,2,0.84,59.3,1,5.1,2,3,2,1
3313,24,2,6.61,56.1,1,9.4,2,3,2,0
480,17,1,5.74,87.1,1,9.2,0,2,1,1
1597,22,0,4.63,69.2,1,9.1,0,3,1,0
14814,24,0,1.61,92.6,1,9.9,0,2,0,0
8916,21,0,4.57,74.9,1,8.6,2,3,0,1
17663,22,1,6.07,45.7,1,5.1,2,2,1,1
5716,20,0,0.74,68.7,1,6.7,1,2,0,0
1787,18,0,5.37,98.3,1,6.2,1,0,1,1
8255,23,0,7.26,55.9,1,5.4,2,0,1,0
19794,22,2,4.15,46.9,1,8.3,2,2,1,0
15355,21,0,7.37,54.6,1,5.5,0,3,0,1
19077,18,0,3.85,96.5,1,6.4,0,1,2,0
13731,19,2,0.52,77.4,1,6.1,1,0,2,1
8041,24,2,7.03,65.2,0,6.7,2,3,0,0
12948,21,2,3.98,69.2,1,6.5,0,3,2,0
884,18,1,1.72,49.2,1,8.3,0,0,2,2
544,18,2,4.4,75.1,1,9.2,2,4,1,0
11457,20,0,7.58,74.0,0,6.8,0,0,2,2
4920,21,0,0.55,63.1,1,6.8,0,0,2,0
18798,23,2,5.28,50.4,0,9.9,0,1,2,1
1978,19,0,7.87,96.8,1,9.1,0,1,2,1
13637,17,2,5.77,90.2,0,5.3,1,2,1,2
4458,17,2,0.83,55.7,1,8.1,0,3,2,0
18864,18,2,6.05,62.9,1,7.7,1,0,1,1
2161,23,0,7.17,66.0,1,6.4,2,0,1,1
7821,18,1,7.31,50.5,1,8.3,2,1,2,0
16314,23,2,4.5,91.8,1,7.1,0,3,2,1
14931,19,2,2.3,63.5,1,7.0,2,1,1,1
18586,22,1,1.49,95.9,1,6.3,1,3,0,2
5435,21,2,4.79,47.8,1,9.7,0,4,2,1
17668,21,1,4.11,69.3,1,8.6,1,3,0,2
18999,20,1,2.13,99.4,1,7.3,2,0,1,0
17172,19,0,2.29,66.1,1,6.0,1,4,2,0
511,24,0,4.31,71.5,1,6.0,2,4,2,0
13198,17,2,5.13,45.5,1,7.7,0,0,0,2
8195,18,0,4.19,52.7,0,7.5,2,0,0,1
840,24,2,7.87,74.9,1,4.6,0,4,0,0
15323,18,1,3.83,92.1,1,5.2,2,1,1,1
19710,17,0,3.04,80.5,0,7.0,0,2,1,1
12526,17,2,7.34,83.8,1,7.0,0,4,0,0
4840,24,0,7.75,68.2,1,6.9,1,4,0,1
4890,20,1,5.35,49.9,1,6.6,2,2,0,1
17229,21,0,3.98,45.6,1,8.5,2,1,2,1
763,24,1,1.81,68.0,0,4.8,0,2,0,1
11013,17,1,6.59,58.7,1,6.8,1,3,1,1
16287,22,0,0.93,47.9,1,6.5,0,2,2,2
4841,23,2,0.43,71.4,1,4.1,1,4,0,2
8359,22,1,0.54,86.2,1,6.3,1,0,1,1
7077,23,0,7.33,87.9,1,9.8,2,1,0,2
1143,24,1,1.36,71.1,0,9.3,2,4,1,0
6190,20,1,4.94,71.1,1,4.6,0,0,1,0
14861,24,1,5.96,97.3,1,4.3,0,3,0,1
9501,24,1,5.61,99.0,1,6.6,0,3,2,2
5462,17,2,1.09,85.0,1,8.4,2,3,0,0
16988,24,2,5.19,86.0,1,7.6,0,4,2,1
5157,24,1,3.97,67.8,0,6.2,2,0,0,0
1802,20,0,5.21,55.1,1,4.9,1,3,0,0
4757,21,0,2.54,82.4,1,8.8,1,3,1,0
15414,18,1,5.83,61.2,0,7.6,0,3,0,0
8910,21,2,3.62,79.3,1,9.3,1,3,2,1
10529,23,1,7.91,87.9,1,4.4,1,2,2,1
531,21,2,7.86,50.4,1,8.2,0,3,1,2
1920,21,2,6.68,85.1,0,8.3,0,2,2,1
16250,24,1,5.25,54.3,1,4.1,0,2,2,1
18056,23,0,4.67,47.4,1,9.1,2,0,1,1
14177,17,2,3.93,95.8,1,6.9,0,2,0,0
10476,17,1,2.12,87.5,1,9.8,2,1,1,1
1950,19,1,7.63,94.7,1,6.7,0,3,0,0
19057,21,2,3.82,74.4,1,8.9,0,3,1,2
12170,17,2,2.29,98.9,1,8.9,1,0,1,2
10961,23,0,1.56,86.1,1,8.7,0,0,2,0
17662,17,2,0.93,71.5,1,8.8,0,3,1,1
13734,21,1,1.04,70.6,1,5.9,0,3,0,0
12628,18,2,0.42,55.4,1,5.1,0,0,0,1
19730,17,2,6.5,60.1,0,9.5,0,0,1,0
18353,17,0,6.25,81.3,1,8.6,1,4,1,0
6342,24,2,5.7,56.2,0,4.7,2,1,1,1
9930,18,1,6.08,75.8,1,6.0,1,0,0,0
12305,18,2,2.92,59.5,1,8.6,1,2,0,0
10164,21,1,4.89,81.0,1,5.1,1,1,2,0
7895,22,2,5.6,68.4,1,5.8,0,1,1,1
1904,18,2,3.85,48.9,1,4.4,0,0,1,1
11920,19,0,6.33,75.9,0,7.9,0,0,1,1
6680,21,0,2.8,95.6,1,8.6,1,2,1,1
15571,23,2,3.43,77.6,1,6.0,0,2,2,0
11260,19,0,3.73,49.8,1,7.8,0,3,0,1
1184,20,2,7.36,95.2,1,9.5,1,3,2,2
3061,18,1,1.06,43.9,1,6.4,0,3,1,1
3860,20,2,3.81,55.9,1,4.7,2,3,0,0
15908,17,1,3.31,78.4,1,9.0,2,4,0,2
9125,17,2,6.94,83.8,1,5.2,2,4,0,0
289,21,2,1.6,54.0,1,7.3,0,0,0,2
583,17,0,2.09,70.4,1,8.4,2,2,2,1
4688,19,2,2.03,65.9,1,5.4,2,4,0,2
3271,18,2,7.91,55.5,0,9.5,2,0,0,0
7036,18,0,0.08,64.7,1,8.0,1,2,2,2
8945,17,1,0.89,61.8,1,5.9,2,4,1,0
3880,17,2,4.77,52.3,1,8.9,2,1,1,2
9483,17,0,6.25,81.9,1,7.4,2,3,2,1
2181,22,2,2.73,63.0,0,6.6,0,1,2,2
10416,24,2,3.96,54.2,1,4.1,0,1,1,1
7624,18,2,3.49,42.0,1,9.9,0,1,1,0
9579,18,1,4.0,78.2,1,6.8,0,2,0,0
17449,22,0,6.49,98.9,1,9.5,1,3,1,1
11880,23,0,6.59,48.6,1,8.1,2,4,0,1
11579,24,1,1.17,68.4,1,4.6,0,0,1,0
10983,24,2,7.51,45.4,1,4.8,2,2,0,0
9562,19,1,1.82,74.8,1,9.6,0,0,0,0
8938,24,0,2.64,97.3,1,6.5,2,3,2,1
19605,18,0,4.67,71.0,0,9.8,2,1,1,2
6202,24,0,0.71,76.4,1,5.7,1,0,2,2
18456,23,1,2.37,78.0,1,9.0,0,1,0,1
11881,18,2,7.89,77.7,1,7.1,0,2,2,1
7636,19,2,3.19,85.4,1,7.5,1,3,0,0
17438,21,0,0.14,93.4,1,9.5,1,3,1,1
9130,18,2,0.54,98.7,1,9.4,2,2,1,2
11091,21,2,6.24,42.4,1,9.8,1,2,1,1
18697,24,1,1.81,80.9,1,6.0,0,4,2,0
186,20,0,2.63,49.8,1,7.5,2,1,2,1
9988,19,1,1.61,84.2,1,5.4,1,2,2,1
18468,24,2,7.65,75.0,1,8.3,2,1,0,0
4063,22,1,7.53,93.3,0,9.0,0,0,1,1
14614,17,0,0.2,55.7,1,7.5,2,2,2,1
1416,23,1,0.08,92.0,1,5.3,1,1,2,0
19063,17,1,4.39,78.5,1,4.7,0,3,1,1
8650,18,1,7.6,52.9,1,8.7,1,3,0,1
9280,18,2,6.37,88.0,1,5.5,1,3,1,2
11213,17,2,6.59,45.5,1,8.6,0,3,0,1
15695,24,1,1.06,99.3,1,8.6,0,0,2,1
8899,22,0,0.83,93.7,1,7.7,1,2,0,1
16209,18,1,2.72,58.3,0,5.8,1,0,1,0
19833,20,0,3.64,99.4,1,7.4,0,1,0,1
13796,17,2,4.06,77.4,1,9.6,1,2,0,1
13716,19,2,6.55,76.5,1,4.5,1,1,0,0
18613,21,0,5.8,79.3,1,7.8,1,4,1,1
9383,22,1,4.09,91.9,1,5.3,1,1,2,0
6631,20,0,7.56,79.0,1,5.2,2,4,1,0
7381,22,2,6.39,88.9,1,6.4,1,2,1,1
12249,24,0,5.61,99.0,1,8.4,1,0,0,2
9961,17,0,5.91,41.5,1,5.9,2,4,0,1
2953,24,2,5.21,47.6,1,5.5,1,2,1,1
18790,22,1,2.76,80.7,1,4.3,1,3,2,1
11314,24,0,7.65,90.0,0,5.7,0,2,1,2
6806,21,1,1.01,98.3,1,7.4,2,0,1,1
8879,19,2,3.51,72.3,0,6.2,1,4,0,0
2206,23,2,1.85,99.4,1,6.5,1,3,2,1
17109,18,0,1.99,47.4,1,6.5,2,2,0,0
11662,22,2,2.12,52.1,1,5.3,0,2,2,1
19783,23,1,1.65,42.8,1,8.3,0,3,2,1
2457,23,0,3.8,69.4,1,8.5,1,0,1,0
6097,22,2,2.02,91.0,1,9.7,2,1,2,1
19166,18,0,0.98,76.4,1,8.8,1,1,2,1
17195,23,0,1.16,64.4,1,4.6,0,3,2,0
7476,22,1,2.12,97.5,0,4.6,0,1,2,1
2553,18,2,2.81,56.8,1,4.6,1,2,1,0
6976,22,0,3.81,68.2,1,7.9,0,4,2,0
1666,20,0,2.73,51.8,1,4.7,2,4,1,0
3838,21,2,1.29,69.3,1,6.4,0,3,1,1
17858,20,2,1.64,52.0,1,6.4,2,0,2,0
2583,19,0,7.61,51.7,1,7.8,2,3,2,0
803,21,2,0.89,76.6,1,8.3,2,4,2,1
10477,22,1,5.4,73.1,1,5.5,0,2,1,0
12073,20,2,7.49,97.9,1,9.6,1,0,2,0
11864,18,1,2.47,67.2,1,8.2,2,4,1,1
7964,20,0,3.11,91.6,1,5.1,1,1,1,1
1812,22,0,5.95,95.7,1,7.2,1,1,1,0
19283,18,1,1.0,79.3,1,5.6,1,4,1,1
3528,17,0,4.74,80.5,1,4.4,2,0,0,2
4296,24,2,1.35,60.7,1,6.5,2,0,1,1
603,22,0,6.64,90.2,1,8.6,1,3,2,1
13532,22,2,7.75,67.7,1,8.4,2,0,1,0
12191,22,1,2.98,55.3,1,7.3,0,3,0,1
10057,22,0,4.77,96.7,1,9.6,2,2,1,2
5041,19,2,3.55,68.8,1,9.4,1,4,2,1
10688,21,0,2.31,45.8,1,4.7,0,3,2,1
3276,24,2,5.65,81.3,0,8.1,2,4,1,0
1761,20,2,5.52,44.1,1,4.8,1,0,2,2
19010,21,2,6.92,92.8,1,9.9,2,1,0,1
10601,22,1,5.81,92.2,1,7.6,2,0,0,0
10846,23,1,0.16,72.9,1,5.2,2,3,1,1
10869,19,1,3.6,40.6,1,6.3,2,2,2,1
11154,24,2,3.44,64.6,1,9.2,0,1,2,0
16340,20,2,5.14,66.3,0,8.9,2,0,0,2
10169,23,1,7.72,72.2,1,4.8,2,0,2,1
12599,20,2,6.98,75.3,1,5.2,1,4,0,0
44,19,0,1.89,52.0,1,7.6,0,4,1,1
8808,19,2,7.76,41.4,1,4.7,0,1,0,1
4970,23,1,1.57,97.7,1,4.1,1,0,2,1
19632,18,0,4.56,95.7,1,8.7,2,2,1,1
14551,18,1,0.77,48.7,1,8.4,0,3,1,1
10108,17,1,6.83,98.9,0,7.4,2,4,0,0
14859,24,2,0.81,87.4,1,7.5,0,4,0,1
14867,22,1,5.55,44.0,1,7.2,0,3,1,1
875,22,0,5.61,81.6,1,5.8,1,1,2,1
6878,17,0,1.48,43.7,1,5.7,1,2,1,1
19819,23,1,5.88,94.8,1,4.6,0,4,2,1
1627,21,0,7.79,78.7,1,5.9,1,3,1,2
8799,23,1,1.88,50.9,1,7.6,1,3,1,0
9724,24,2,5.62,58.5,1,8.0,1,3,1,0
2281,23,2,3.94,92.6,1,4.9,2,0,0,1
14007,18,0,0.95,59.4,1,7.1,0,2,0,1
980,21,1,3.31,74.7,1,6.6,1,1,0,1
19344,24,0,7.54,63.1,1,8.1,0,0,1,0
3820,24,1,6.28,51.5,1,8.0,2,3,0,0
19514,22,0,2.18,75.2,0,9.4,1,1,2,1
17192,23,0,2.63,59.8,1,7.5,1,3,2,0
11400,17,0,7.68,89.0,1,9.3,1,4,0,1
1180,17,1,1.02,90.5,0,4.7,1,3,0,1
1019,17,1,4.99,98.8,0,7.1,0,3,0,0
2956,24,2,0.97,50.2,1,8.7,1,4,2,2
10211,18,0,2.42,71.0,0,5.9,2,3,0,2
18851,24,1,4.18,71.8,0,7.2,2,2,1,0
13511,23,0,4.15,83.3,1,8.2,0,0,1,0
2401,17,2,2.61,83.8,1,7.9,0,1,1,1
6946,21,0,4.13,88.8,1,7.6,0,3,1,1
4647,22,2,3.45,60.1,0,7.1,1,4,2,1
17099,22,0,1.06,96.1,1,7.0,0,1,0,1
14879,20,0,0.15,52.0,1,7.8,1,4,1,0
10831,19,0,7.81,48.1,1,9.0,0,4,0,0
5426,18,1,6.28,64.5,1,5.6,2,2,2,2
950,19,1,4.21,49.5,1,5.6,1,0,1,1
17164,19,2,0.7,93.9,1,7.6,0,1,2,1
11300,18,0,7.12,58.6,1,5.0,1,1,2,2
5675,20,1,7.19,45.1,1,6.0,2,4,0,0
10220,23,2,2.17,48.2,1,8.8,2,4,1,1
15726,18,0,2.41,61.3,1,6.5,0,3,0,1
5605,21,1,3.68,72.0,1,4.1,0,0,0,1
15541,20,2,2.57,61.4,1,9.2,0,4,1,1
322,17,0,6.9,78.1,1,9.5,1,0,0,2
12886,23,0,2.1,92.8,1,9.8,2,4,1,1
16728,19,1,1.46,43.8,1,5.1,2,2,1,2
8218,24,1,1.85,76.6,0,4.7,0,3,0,1
17613,23,2,0.62,61.6,1,4.4,0,0,1,0
16604,20,0,5.41,48.2,0,7.0,0,1,0,2
11156,22,0,1.01,71.1,1,5.6,2,3,1,0
7255,18,1,6.45,90.7,1,9.6,2,1,0,1
10685,21,2,4.87,51.8,1,8.4,1,0,2,1
4360,24,1,1.9,40.6,1,9.4,2,3,2,2
17537,17,2,6.26,84.4,1,7.0,2,1,1,1
949,24,0,7.24,69.1,1,7.2,1,1,2,1
9030,17,1,7.56,82.8,0,8.4,0,3,2,1
17593,20,2,7.51,85.1,1,7.2,0,0,0,0
14112,20,0,5.18,50.6,1,6.8,2,1,2,0
10735,20,2,4.99,48.6,1,5.7,2,4,2,0
5229,17,2,7.26,52.3,1,4.6,0,1,0,0
12066,17,0,6.81,84.9,1,5.4,0,2,1,1
8864,24,2,1.36,95.5,1,5.9,2,3,1,1
4228,21,0,0.16,84.3,1,8.8,2,3,2,1
10526,18,1,2.96,76.1,1,6.7,1,0,0,1
19702,19,1,0.49,44.7,1,9.1,2,0,0,1
10323,20,2,6.33,68.5,1,7.3,0,1,1,1
11842,20,0,5.44,47.9,1,5.0,0,3,2,2
16565,20,1,0.3,87.1,1,5.6,0,3,0,1
15786,17,2,6.09,95.9,1,9.6,0,3,0,1
6394,21,2,3.16,91.8,1,7.7,0,0,0,0
5121,23,1,3.24,44.2,1,6.1,0,3,2,1
17249,22,2,6.42,79.8,1,7.0,2,0,2,1
11063,20,0,5.74,68.9,1,6.0,2,4,0,1
5240,24,2,5.6,77.3,0,8.7,1,0,2,1
8290,20,1,7.03,47.6,1,7.4,1,0,0,0
15407,24,1,3.41,69.1,1,8.6,2,1,2,1
17853,19,2,2.47,44.1,1,5.2,1,0,1,1
7392,20,0,5.08,56.4,1,5.1,2,3,0,1
15112,24,0,1.49,67.2,1,7.7,0,2,2,1
111,19,1,3.98,53.8,0,4.7,2,2,2,0
15459,19,0,1.36,85.5,1,7.4,0,1,1,1
11891,20,0,2.37,58.0,1,9.1,1,3,0,1
4078,21,2,2.75,54.4,1,6.4,1,0,2,1
17012,19,1,1.03,84.8,1,4.7,1,4,2,1
10584,20,0,2.75,45.8,1,5.7,1,3,0,0
6561,22,0,2.49,58.9,1,4.2,1,3,2,1
8679,21,2,0.66,55.5,1,9.5,1,2,1,2
10633,21,1,3.41,78.0,1,9.1,2,0,0,1
8438,24,2,7.67,71.8,1,5.9,1,3,2,1
5064,22,1,7.64,41.4,1,5.6,1,3,1,1
12056,17,2,2.56,94.7,1,5.8,0,2,2,1
96,19,1,6.68,44.6,1,6.6,1,4,2,1
8590,23,1,6.3,45.9,1,6.7,2,3,1,2
19580,24,1,1.17,81.1,0,4.6,1,3,0,1
2612,24,1,5.32,41.7,1,9.6,2,1,2,2
14401,17,0,4.81,78.4,1,4.8,1,3,0,1
11710,17,2,1.23,54.4,1,6.6,1,4,2,1
18738,23,2,7.4,46.5,1,7.4,0,4,2,1
16157,21,2,0.57,99.4,1,5.3,1,4,0,1
11974,17,2,1.89,82.2,1,6.4,1,1,0,1
5704,20,2,0.08,83.2,1,5.5,1,4,2,2
16697,18,1,4.56,65.9,1,6.3,2,1,2,0
16342,24,2,6.08,42.7,1,7.1,0,4,1,2
9241,19,0,6.09,63.6,1,8.2,2,1,2,0
18838,21,1,5.25,75.8,1,7.9,1,3,0,2
6743,21,2,5.95,88.5,1,4.1,2,4,0,1
11401,19,1,5.08,91.2,0,6.9,1,1,1,1
4792,24,1,5.63,68.5,1,9.7,2,2,2,0
12955,19,2,0.78,83.3,0,6.6,0,0,2,2
8086,18,2,5.74,52.8,1,6.0,0,4,0,0
320,23,2,5.86,61.4,1,5.8,2,1,0,1
10350,18,0,7.75,70.6,1,8.7,2,0,0,1
8528,23,0,2.65,63.5,1,7.2,1,0,1,0
5914,18,0,0.93,54.5,1,5.3,0,0,1,2
5615,21,0,7.12,88.5,0,8.1,0,4,1,1
19736,23,0,5.21,57.3,1,7.2,2,2,1,1
5494,18,2,7.34,72.2,1,8.5,0,4,2,2
16204,18,1,7.56,45.6,1,8.2,0,3,1,1
331,21,2,2.54,46.7,1,8.9,1,0,1,1
3117,22,0,1.91,60.8,1,8.3,1,3,0,0
9403,24,0,3.62,66.5,1,9.1,0,2,0,1
3332,23,1,5.29,65.2,1,7.7,0,2,0,1
614,20,1,3.44,56.0,1,6.5,0,1,1,0
15792,22,2,1.92,65.5,1,7.5,0,3,0,0
15301,22,0,2.93,41.8,1,4.4,1,0,0,2
9548,20,0,0.56,67.7,1,8.9,2,1,2,1
14656,20,1,3.78,65.0,1,8.4,1,4,0,2
6159,23,2,4.36,79.9,1,7.4,2,0,2,2
18229,17,1,5.52,68.2,1,8.7,0,0,1,0
15582,22,2,3.15,57.9,1,9.0,1,0,2,1
9243,22,2,5.64,96.4,1,9.8,0,4,1,1
11643,19,1,2.74,62.0,1,7.7,2,2,1,0
10990,23,0,5.06,86.1,1,8.7,0,0,2,0
8795,20,2,4.47,52.7,1,9.6,1,3,0,2
13767,17,0,7.32,57.3,1,7.6,2,0,1,0
7497,23,2,2.27,45.9,1,6.2,2,3,2,1
18892,19,1,4.03,49.4,1,5.1,2,4,1,1
3465,19,0,0.23,67.6,0,7.9,2,2,2,0
14407,21,1,6.68,57.8,1,5.7,2,1,2,2
6901,17,0,5.55,43.9,1,6.6,0,3,0,1
7875,19,1,7.91,54.8,1,5.0,1,1,0,0
6126,18,1,3.02,78.6,1,7.0,0,1,0,1
1279,17,2,6.36,71.5,1,4.2,2,3,1,2
19329,21,1,1.63,67.5,1,5.4,0,0,0,1
11681,19,2,4.14,90.3,1,4.5,0,4,2,2
9978,24,1,2.15,56.3,1,6.7,0,0,2,2
11954,23,1,3.68,57.1,0,4.2,0,2,0,0
6058,21,0,2.0,97.4,1,7.8,1,3,2,1
14437,24,2,1.37,86.4,1,6.0,0,1,0,1
15609,17,1,5.27,72.2,1,4.2,1,3,2,0
7019,20,0,1.76,49.5,1,6.1,1,0,2,1
5689,23,1,0.51,70.7,1,6.4,1,3,0,1
18285,22,0,6.69,95.0,1,5.9,2,3,2,1
52,18,0,6.65,57.4,1,7.0,2,4,0,2
8501,19,0,2.01,86.0,1,6.0,1,3,0,1
93,23,2,1.0,96.1,1,4.5,2,3,2,1
8219,20,0,3.03,44.7,1,4.9,2,3,2,0
16224,19,2,5.56,71.6,1,6.7,1,0,2,0
4330,24,0,6.34,81.8,1,6.0,1,2,1,2
8605,18,1,6.85,77.2,1,9.2,2,0,0,0
11703,23,2,6.09,44.7,1,7.4,2,3,0,1
19052,21,2,0.35,43.6,1,9.1,0,4,1,1
7445,22,0,5.16,49.8,1,6.4,1,2,1,0
12915,17,2,1.91,72.5,1,7.4,0,2,0,0
8555,24,1,7.58,59.8,1,4.1,1,1,0,1
9621,18,2,5.73,75.2,0,7.3,2,2,0,0
13053,18,2,2.7,65.5,1,6.3,2,1,0,1
5341,19,2,5.83,84.9,1,9.8,1,0,2,0
9617,20,2,6.4,86.2,1,9.6,2,4,2,1
18827,21,0,1.13,78.4,1,7.9,2,1,0,1
7823,17,1,3.62,56.8,1,6.2,1,2,2,1
